record_id,date,asset_id,equipment_type,location,reported_by,complaint,root_cause,fix_steps,parts_used,cost_inr,downtime_hours,urgency,safety_critical,prior_failures_on_asset,prior_same_cause_on_asset,technician_notes,status,source
MR-0150,2025-10-05,RO-004,Water purifier,"Hostel 2, 2nd floor",faculty member,"Water is at room temperature, also water cooler not cooling. Happening since the past few hours. Location: Hostel 2, 2nd floor.",Cooling unit failure in the water cooler,Check thermostat and compressor | Recharge gas or replace the thermostat | Test the cooling cycle,thermostat,750,1.5,Low,False,1,0,Found cooling unit failure in the water cooler. Check thermostat and compressor. Verified operation with the user before closing the ticket.,resolved,seed
MR-0151,2025-10-05,LT-001,Lighting,"Block D, 1st floor",hostel warden,"Street lights staying on during the day. Happening since the past few hours. Location: Block D, 1st floor.",Faulty timer or photocell controller,Check timer settings and supply | Replace the photocell or timer | Test for two cycles,timer relay,750,2.0,Low,False,5,3,Found faulty timer or photocell controller. Check timer settings and supply. Recurring issue - 3 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0152,2025-10-05,PL-003,Plumbing,"Hostel 3, Ground floor",admin staff,"Tap dripping continuously in Hostel 3, Ground floor.",Worn tap washer or faulty flush valve,Replace the tap washer or cartridge | Replace the flush valve or float | Check for leaks,"tap washer, flush valve",500,0.5,Low,False,0,0,Found worn tap washer or faulty flush valve. Replace the tap washer or cartridge. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0153,2025-10-06,EP-004,Electrical panel,"Block B, 1st floor",housekeeping supervisor,"Breaker trips every afternoon near Block B, 1st floor, started two days ago.",Overloaded circuit causing MCB trips,Measure the load on each phase | Redistribute the load across circuits | Replace the weak MCB if needed | Monitor for 24 hours,MCB,2350,1.0,High,True,3,1,Found overloaded circuit causing MCB trips. Measure the load on each phase. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0155,2025-10-19,PRJ-003,Projector,"Block B, 1st floor",lab assistant,"Projector shows a pink or green tint in Block B, 1st floor.",Faulty HDMI cable or input port,Swap the HDMI cable | Test other input ports | Replace the cable or port board,HDMI cable,1250,1.5,Low,False,0,0,Found faulty HDMI cable or input port. Swap the HDMI cable. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0156,2025-10-22,PUMP-002,Water pump,Hostel 1 pump room,faculty member,"Overhead tank not filling near Hostel 1 pump room, started two days ago.",Loss of prime and leaking foot valve,Stop the pump and re-prime it | Inspect and replace the foot valve | Check the suction pipe for air leaks | Run the pump and confirm tank filling,foot valve,1250,1.5,Medium,False,3,2,Found loss of prime and leaking foot valve. Stop the pump and re-prime it. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0157,2025-10-25,LIFT-001,Elevator,Block A lift 1,admin staff,Lift display blank and not moving.,Controller board fault or overload trip,Check the MCB and main supply | Inspect controller board and relays | Reset or replace the controller board | Full safety-circuit test before release,controller board,5150,5.0,Critical,True,3,0,Found controller board fault or overload trip. Check the MCB and main supply. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0158,2025-10-27,UPS-001,UPS,"Lab Complex, Ground floor",student,"Complaint from faculty member: UPS switches to bypass repeatedly (Lab Complex, Ground floor).",Inverter overload and faulty inverter board,Measure the connected load | Reduce load or shift equipment to another UPS | Inspect and replace the inverter board if faulty,inverter board,4650,4.0,Medium,False,5,2,Found inverter overload and faulty inverter board. Measure the connected load. Recurring issue - 2 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0159,2025-10-28,FA-001,Fire alarm system,"Block D, Ground floor",security guard,"Block D, Ground floor: Fire panel showing a battery fault. Please check.",Panel backup battery fault,Test the backup battery | Replace the battery | Verify the panel on mains and battery,12V sealed battery,3100,1.5,High,True,2,1,Found panel backup battery fault. Test the backup battery. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0160,2025-10-29,AC-005,Air conditioner,"Hostel 3, Ground floor",student,"Hostel 3, Ground floor: AC cooling has slowly reduced over weeks, also AC not cooling even though the compressor is running. Please check.",Low refrigerant due to gas leak,Perform a pressure and leak test | Seal or weld the leaking joint | Vacuum the line and recharge refrigerant | Verify cooling and gas pressure,copper joint,3650,2.5,Medium,False,1,0,Found low refrigerant due to gas leak. Perform a pressure and leak test. Tested after repair; operating normally.,resolved,seed
MR-0162,2025-11-01,EP-001,Electrical panel,"Block D, Ground floor",faculty member,"Block D, Ground floor: Mild shock felt on a metal equipment body, also earth leakage breaker keeps tripping. Please check.",Earth leakage causing RCCB trips,Perform an insulation resistance test | Locate and fix the leakage or earthing fault | Replace the RCCB if defective | Verify earth resistance,"earthing wire, RCCB",1800,2.0,Critical,True,1,0,Found earth leakage causing RCCB trips. Perform an insulation resistance test. Verified operation with the user before closing the ticket.,resolved,seed
MR-0164,2025-11-08,PL-007,Plumbing,"Auditorium, 1st floor",student,"Complaint from housekeeping supervisor: Wet patch on the wall near the washroom, also water dripping from a pipe in the ceiling (Auditorium, 1st floor).",Leaking pipe joint or fitting,Close the local water supply | Locate the leak and replace the fitting | Repair the damaged plaster and waterproofing | Pressure test the line,"pipe fitting, sealant",2600,3.5,Medium,False,3,1,Found leaking pipe joint or fitting. Close the local water supply. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0165,2025-11-09,PL-004,Plumbing,"Hostel 3, 2nd floor",faculty member,"Water leaking from the ceiling, also water dripping from a pipe in the ceiling in Hostel 3, 2nd floor.",Leaking pipe joint or fitting,Close the local water supply | Locate the leak and replace the fitting | Repair the damaged plaster and waterproofing | Pressure test the line,"pipe fitting, sealant",5000,1.5,Medium,False,2,0,Found leaking pipe joint or fitting. Close the local water supply. Verified operation with the user before closing the ticket.,resolved,seed
MR-0166,2025-11-10,LIFT-001,Elevator,Block A lift 1,housekeeping supervisor,"Step at the lift entrance on some floors, also lift stops slightly above the floor level near Block A lift 1, started last week.",Leveling sensor drift and brake wear,Recalibrate the leveling sensor | Inspect brake pads and brake gap | Adjust or replace worn brake pads | Run test trips on all floors,"leveling sensor, brake pads",2200,3.5,High,True,4,2,Found leveling sensor drift and brake wear. Recalibrate the leveling sensor. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0167,2025-11-13,AC-014,Air conditioner,"Sports Complex, Ground floor",lab assistant,"AC trips and does not start, also AC compressor not starting.",Failed compressor run capacitor,Isolate power and discharge the capacitor | Test capacitor value with a multimeter | Replace the run capacitor | Check compressor amperage after restart,run capacitor,1650,2.0,High,False,4,1,Found failed compressor run capacitor. Isolate power and discharge the capacitor. Recurring issue - 1 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0169,2025-11-18,PUMP-004,Water pump,Main sump,security guard,Complaint from lab assistant: Pressure dropping in the overhead tank supply (Main sump).,Worn mechanical seal and loose pipe joints,Replace the mechanical seal | Tighten and reseal pipe joints | Check the pressure gauge,"mechanical seal, gasket",1450,1.5,Low,False,2,1,Found worn mechanical seal and loose pipe joints. Replace the mechanical seal. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0170,2025-12-02,DG-003,Diesel generator,Admin Building basement,faculty member,Admin Building basement: Steam coming from the generator radiator. Please check.,Coolant loss and radiator blockage causing overheating,Let the engine cool down and inspect for leaks | Refill coolant and replace the leaking hose or thermostat | Clean the radiator fins | Run a temperature test on load,coolant,3500,2.5,High,False,7,3,Found coolant loss and radiator blockage causing overheating. Let the engine cool down and inspect for leaks. Recurring issue - 3 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0171,2025-12-03,RO-005,Water purifier,"Cafeteria, Ground floor",housekeeping supervisor,"Cafeteria, Ground floor: Water purifier giving low flow. Please check.",Clogged sediment filter and fouled RO membrane,Replace the sediment and carbon filters | Flush or replace the RO membrane | Test TDS after service,sediment filter,2900,2.0,Low,False,1,1,Found clogged sediment filter and fouled RO membrane. Replace the sediment and carbon filters. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0172,2025-12-04,PRJ-007,Projector,"Block C, 2nd floor",student,"Block C, 2nd floor: Projector shuts down after 10 minutes, also projector showing lamp warning. Please check.",Projector lamp near end of life with dust in vents,Clean the air filter and vents | Replace the projector lamp | Reset the lamp timer,projector lamp,3650,1.0,Low,False,3,0,Found projector lamp near end of life with dust in vents. Clean the air filter and vents. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0173,2025-12-07,EP-003,Electrical panel,"Sports Complex, 2nd floor",hostel warden,"RCCB trips during rain near Sports Complex, 2nd floor, started last week.",Earth leakage causing RCCB trips,Perform an insulation resistance test | Locate and fix the leakage or earthing fault | Replace the RCCB if defective | Verify earth resistance,RCCB,2000,2.5,Critical,True,3,1,Found earth leakage causing RCCB trips. Perform an insulation resistance test. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0174,2025-12-08,PUMP-004,Water pump,Main sump,faculty member,"Motor running but no water lift, also water pump running but no water reaching the tank.",Loss of prime and leaking foot valve,Stop the pump and re-prime it | Inspect and replace the foot valve | Check the suction pipe for air leaks | Run the pump and confirm tank filling,foot valve,1650,1.5,Medium,False,3,0,Found loss of prime and leaking foot valve. Stop the pump and re-prime it. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0175,2025-12-09,EP-002,Electrical panel,"Block A, 1st floor",hostel warden,Flickering power with a crackling sound. Reported by housekeeping supervisor.,Loose terminal connection causing overheating,"Isolate the supply immediately | Tighten all terminal connections | Replace burnt MCB, wire or socket | Thermal-scan the board after repair","MCB, wire",1750,2.0,Critical,True,1,0,Found loose terminal connection causing overheating. Isolate the supply immediately. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0176,2025-12-11,AC-014,Air conditioner,"Sports Complex, Ground floor",security guard,"Hissing sound near the outdoor unit and no cooling near Sports Complex, Ground floor, started this morning.",Low refrigerant due to gas leak,Perform a pressure and leak test | Seal or weld the leaking joint | Vacuum the line and recharge refrigerant | Verify cooling and gas pressure,"refrigerant gas, copper joint",5200,4.0,Medium,False,5,0,Found low refrigerant due to gas leak. Perform a pressure and leak test. Verified operation with the user before closing the ticket.,resolved,seed
MR-0177,2025-12-12,CCTV-004,CCTV system,Hostel 1 corridor,admin staff,Hostel 1 corridor: NVR beeping continuously. Please check.,Recorder hard disk failure,Check the disk status on the NVR | Replace the failed hard disk | Format and confirm recording,surveillance hard disk,4000,2.0,Medium,False,6,1,Found recorder hard disk failure. Check the disk status on the NVR. Recurring issue - 1 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0178,2025-12-19,DG-003,Diesel generator,Admin Building basement,housekeeping supervisor,Admin Building basement: Generator auto start not working during the outage. Please check.,Weak or dead starter battery,Test battery voltage and load | Replace the starter battery | Check charging alternator and terminals | Do a start test on load,12V battery,5300,1.0,High,False,8,2,Found weak or dead starter battery. Test battery voltage and load. Recurring issue - 2 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0179,2025-12-21,FA-001,Fire alarm system,"Block D, Ground floor",faculty member,"Fire alarm went off with no smoke, started this morning.",Dirty smoke detector causing false alarms,Identify the zone on the panel | Clean or replace the smoke detector | Reset the zone and test it,smoke detector,1850,1.0,High,True,3,1,Found dirty smoke detector causing false alarms. Identify the zone on the panel. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0180,2025-12-21,PL-007,Plumbing,"Auditorium, 1st floor",housekeeping supervisor,"Complaint from housekeeping supervisor: Water dripping from a pipe in the ceiling (Auditorium, 1st floor).",Leaking pipe joint or fitting,Close the local water supply | Locate the leak and replace the fitting | Repair the damaged plaster and waterproofing | Pressure test the line,pipe fitting,1850,2.0,Medium,False,4,2,Found leaking pipe joint or fitting. Close the local water supply. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0181,2025-12-24,PUMP-004,Water pump,Main sump,faculty member,Burning smell from the pump motor in Main sump.,Burnt motor winding or failed starting capacitor,Isolate power and test winding resistance | Replace the starting capacitor or rewind the motor | Check insulation resistance | Test run and check current draw,"motor winding, capacitor",4750,4.5,High,False,4,1,Found burnt motor winding or failed starting capacitor. Isolate power and test winding resistance. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0182,2025-12-26,PRJ-001,Projector,"Block A, 2nd floor",hostel warden,"Projector showing lamp warning, also projector image is dim and turns off near Block A, 2nd floor, started last week.",Projector lamp near end of life with dust in vents,Clean the air filter and vents | Replace the projector lamp | Reset the lamp timer,projector lamp,4450,1.0,Low,False,2,2,Found projector lamp near end of life with dust in vents. Clean the air filter and vents. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0183,2025-12-29,EP-004,Electrical panel,"Block B, 1st floor",student,"Complaint from hostel warden: Flickering power with a crackling sound (Block B, 1st floor).",Loose terminal connection causing overheating,"Isolate the supply immediately | Tighten all terminal connections | Replace burnt MCB, wire or socket | Thermal-scan the board after repair",wire,4250,2.5,Critical,True,4,1,Found loose terminal connection causing overheating. Isolate the supply immediately. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0184,2025-12-30,PL-008,Plumbing,"Cafeteria, Ground floor",hostel warden,"Washroom drain overflowing, also water not draining from the floor trap, started two days ago.",Blocked drain line,Rod or jet the drain line | Clear the blockage and clean the trap | Flush with clean water,drain cleaner,2050,2.0,Medium,False,2,0,Found blocked drain line. Rod or jet the drain line. Closed after a successful test run.,resolved,seed
MR-0185,2026-01-02,DG-003,Diesel generator,Admin Building basement,faculty member,"Generator stalls under load, started two days ago.",Clogged fuel filter and air lock in fuel line,Replace the fuel filter | Bleed air from the fuel line | Drain water from the fuel separator and check fuel quality | Run the set on load for 30 minutes,fuel filter,1300,2.0,High,False,9,0,Found clogged fuel filter and air lock in fuel line. Replace the fuel filter. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0186,2026-01-03,PRJ-004,Projector,"Hostel 2, 2nd floor",hostel warden,"Projector shows a pink or green tint in Hostel 2, 2nd floor.",Faulty HDMI cable or input port,Swap the HDMI cable | Test other input ports | Replace the cable or port board,HDMI cable,1250,1.0,Low,False,3,1,Found faulty HDMI cable or input port. Swap the HDMI cable. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0187,2026-01-04,PRJ-008,Projector,"Block C, 1st floor",student,"Projector showing lamp warning, also projector shuts down after 10 minutes, started last night.",Projector lamp near end of life with dust in vents,Clean the air filter and vents | Replace the projector lamp | Reset the lamp timer,projector lamp,4450,1.5,Low,False,2,2,Found projector lamp near end of life with dust in vents. Clean the air filter and vents. Recurring issue - 2 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0188,2026-01-07,RO-001,Water purifier,"Block D, 1st floor",student,"Cooler compressor noisy near Block D, 1st floor, started the past few hours.",Cooling unit failure in the water cooler,Check thermostat and compressor | Recharge gas or replace the thermostat | Test the cooling cycle,thermostat,3850,2.0,Low,False,4,1,Found cooling unit failure in the water cooler. Check thermostat and compressor. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0189,2026-01-12,PRJ-002,Projector,"Auditorium, 2nd floor",hostel warden,"Complaint from faculty member: Projector image is dim and turns off (Auditorium, 2nd floor).",Projector lamp near end of life with dust in vents,Clean the air filter and vents | Replace the projector lamp | Reset the lamp timer,projector lamp,7900,1.5,Low,False,2,1,Found projector lamp near end of life with dust in vents. Clean the air filter and vents. Recurring issue - 1 similar failure(s) earlier on this asset. Verified operation with the user before closing the ticket.,resolved,seed
MR-0190,2026-01-16,PUMP-004,Water pump,Main sump,faculty member,Pump making noise but no water. Reported by student.,Loss of prime and leaking foot valve,Stop the pump and re-prime it | Inspect and replace the foot valve | Check the suction pipe for air leaks | Run the pump and confirm tank filling,foot valve,2050,1.5,Medium,False,5,1,Found loss of prime and leaking foot valve. Stop the pump and re-prime it. Recurring issue - 1 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0192,2026-01-17,LIFT-005,Elevator,Admin Building lift,security guard,"Lift door makes a grinding noise, also lift stuck with the door open. Happening since last week. Location: Admin Building lift.",Dirty door track and misaligned door sensor,Clean the door sill and track | Realign the door sensor | Lubricate door rollers | Test door cycle 10 times,"door sensor, door roller",1650,3.0,Medium,False,6,2,Found dirty door track and misaligned door sensor. Clean the door sill and track. Recurring issue - 2 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0193,2026-01-22,EP-005,Electrical panel,"Block B, 3rd floor",admin staff,"Earth leakage breaker keeps tripping, also mild shock felt on a metal equipment body. Happening since two days ago. Location: Block B, 3rd floor.",Earth leakage causing RCCB trips,Perform an insulation resistance test | Locate and fix the leakage or earthing fault | Replace the RCCB if defective | Verify earth resistance,"earthing wire, RCCB",3550,3.5,Critical,True,3,2,Found earth leakage causing RCCB trips. Perform an insulation resistance test. Recurring issue - 2 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0194,2026-01-24,UPS-005,UPS,"Auditorium, 2nd floor",hostel warden,"Complaint from housekeeping supervisor: UPS battery swollen or hot (Auditorium, 2nd floor).",Degraded battery bank,Run a battery discharge test | Replace the battery bank | Recalibrate battery runtime | Test backup on full load,UPS battery set,16600,3.0,Medium,False,1,0,Found degraded battery bank. Run a battery discharge test. Verified operation with the user before closing the ticket.,resolved,seed
MR-0195,2026-01-24,LIFT-001,Elevator,Block A lift 1,admin staff,Block A lift 1: Lift power keeps tripping. Please check.,Controller board fault or overload trip,Check the MCB and main supply | Inspect controller board and relays | Reset or replace the controller board | Full safety-circuit test before release,relay,19200,5.0,Critical,True,5,1,Found controller board fault or overload trip. Check the MCB and main supply. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0197,2026-01-26,PRJ-004,Projector,"Hostel 2, 2nd floor",admin staff,"Projector shuts down after 10 minutes near Hostel 2, 2nd floor, started this morning.",Projector lamp near end of life with dust in vents,Clean the air filter and vents | Replace the projector lamp | Reset the lamp timer,projector lamp,8750,1.5,Low,False,4,2,Found projector lamp near end of life with dust in vents. Clean the air filter and vents. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0198,2026-01-27,DG-002,Diesel generator,Hostel power room,lab assistant,"Generator auto start not working during the outage, also generator only clicks when started in Hostel power room.",Weak or dead starter battery,Test battery voltage and load | Replace the starter battery | Check charging alternator and terminals | Do a start test on load,12V battery,4800,1.5,High,False,3,1,Found weak or dead starter battery. Test battery voltage and load. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0199,2026-01-30,DG-002,Diesel generator,Hostel power room,housekeeping supervisor,"High temperature alarm on the DG panel, also coolant leaking under the generator near Hostel power room, started two days ago.",Coolant loss and radiator blockage causing overheating,Let the engine cool down and inspect for leaks | Refill coolant and replace the leaking hose or thermostat | Clean the radiator fins | Run a temperature test on load,thermostat,2050,4.0,High,False,4,0,Found coolant loss and radiator blockage causing overheating. Let the engine cool down and inspect for leaks. Verified operation with the user before closing the ticket.,resolved,seed
MR-0200,2026-01-30,EP-006,Electrical panel,"Library, 3rd floor",student,"Sparking near the switch board. Happening since the past few hours. Location: Library, 3rd floor.",Loose terminal connection causing overheating,"Isolate the supply immediately | Tighten all terminal connections | Replace burnt MCB, wire or socket | Thermal-scan the board after repair","socket, wire, MCB",4550,2.5,Critical,True,2,0,Found loose terminal connection causing overheating. Isolate the supply immediately. Verified operation with the user before closing the ticket.,resolved,seed
MR-0201,2026-01-31,LIFT-005,Elevator,Admin Building lift,lab assistant,"Lift power keeps tripping, also lift display blank and not moving in Admin Building lift.",Controller board fault or overload trip,Check the MCB and main supply | Inspect controller board and relays | Reset or replace the controller board | Full safety-circuit test before release,relay,16250,6.0,Critical,True,7,2,Found controller board fault or overload trip. Check the MCB and main supply. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0202,2026-02-02,LIFT-004,Elevator,Hostel 2 lift,lab assistant,Lift door makes a grinding noise. Reported by faculty member.,Dirty door track and misaligned door sensor,Clean the door sill and track | Realign the door sensor | Lubricate door rollers | Test door cycle 10 times,"door roller, door sensor",4450,3.0,Medium,False,1,0,Found dirty door track and misaligned door sensor. Clean the door sill and track. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0203,2026-02-04,PL-008,Plumbing,"Cafeteria, Ground floor",hostel warden,"Tap dripping continuously, also flush running all the time. Happening since the past few hours. Location: Cafeteria, Ground floor.",Worn tap washer or faulty flush valve,Replace the tap washer or cartridge | Replace the flush valve or float | Check for leaks,tap washer,650,1.0,Low,False,4,0,Found worn tap washer or faulty flush valve. Replace the tap washer or cartridge. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0204,2026-02-11,PL-004,Plumbing,"Hostel 3, 2nd floor",security guard,"Water dripping from a pipe in the ceiling near Hostel 3, 2nd floor, started the past few hours.",Leaking pipe joint or fitting,Close the local water supply | Locate the leak and replace the fitting | Repair the damaged plaster and waterproofing | Pressure test the line,sealant,3750,1.5,Medium,False,3,1,Found leaking pipe joint or fitting. Close the local water supply. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0205,2026-02-21,LIFT-003,Elevator,Library lift,admin staff,"Step at the lift entrance on some floors near Library lift, started this morning.",Leveling sensor drift and brake wear,Recalibrate the leveling sensor | Inspect brake pads and brake gap | Adjust or replace worn brake pads | Run test trips on all floors,leveling sensor,2600,2.5,High,True,2,0,Found leveling sensor drift and brake wear. Recalibrate the leveling sensor. Closed after a successful test run.,resolved,seed
MR-0206,2026-02-27,FA-001,Fire alarm system,"Block D, Ground floor",admin staff,"Block D, Ground floor: Fire alarm panel beeping repeatedly. Please check.",Dirty smoke detector causing false alarms,Identify the zone on the panel | Clean or replace the smoke detector | Reset the zone and test it,smoke detector,2350,1.5,High,True,4,2,Found dirty smoke detector causing false alarms. Identify the zone on the panel. Recurring issue - 2 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0207,2026-03-01,PUMP-004,Water pump,Main sump,lab assistant,"Pressure dropping in the overhead tank supply, also water dripping near the pump shaft near Main sump, started yesterday.",Worn mechanical seal and loose pipe joints,Replace the mechanical seal | Tighten and reseal pipe joints | Check the pressure gauge,gasket,2750,2.0,Low,False,6,2,Found worn mechanical seal and loose pipe joints. Replace the mechanical seal. Recurring issue - 2 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0208,2026-03-07,FA-002,Fire alarm system,"Block B, 3rd floor",student,"Fire panel showing a battery fault, also fire panel not holding charge near Block B, 3rd floor, started this morning.",Panel backup battery fault,Test the backup battery | Replace the battery | Verify the panel on mains and battery,12V sealed battery,2600,1.5,High,True,1,1,Found panel backup battery fault. Test the backup battery. Recurring issue - 1 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
MR-0209,2026-03-12,RO-001,Water purifier,"Block D, 1st floor",security guard,"Complaint from lab assistant: Water purifier giving low flow (Block D, 1st floor).",Clogged sediment filter and fouled RO membrane,Replace the sediment and carbon filters | Flush or replace the RO membrane | Test TDS after service,"sediment filter, RO membrane",2850,1.0,Low,False,5,3,Found clogged sediment filter and fouled RO membrane. Replace the sediment and carbon filters. Recurring issue - 3 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0210,2026-03-13,FA-001,Fire alarm system,"Block D, Ground floor",hostel warden,"Complaint from security guard: Fire alarm went off with no smoke (Block D, Ground floor).",Dirty smoke detector causing false alarms,Identify the zone on the panel | Clean or replace the smoke detector | Reset the zone and test it,smoke detector,600,1.0,High,True,5,3,Found dirty smoke detector causing false alarms. Identify the zone on the panel. Recurring issue - 3 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0211,2026-03-17,LT-006,Lighting,"Sports Complex, 3rd floor",faculty member,"Sports Complex, 3rd floor: Lights buzzing and flickering. Please check.",Failed LED driver or ballast,Test the driver output | Replace the driver or ballast | Confirm stable lighting,ballast,600,0.5,Low,False,2,2,Found failed LED driver or ballast. Test the driver output. Recurring issue - 2 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0212,2026-03-19,LT-005,Lighting,"Hostel 3, 1st floor",hostel warden,"Tube lights flickering in the corridor, also LED panel not turning on near Hostel 3, 1st floor, started last week.",Failed LED driver or ballast,Test the driver output | Replace the driver or ballast | Confirm stable lighting,"ballast, LED driver",650,1.5,Low,False,1,0,Found failed LED driver or ballast. Test the driver output. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0213,2026-03-20,LT-002,Lighting,"Hostel 1, 3rd floor",housekeeping supervisor,"Hostel 1, 3rd floor: Street lights staying on during the day, also corridor lights not switching on at night. Please check.",Faulty timer or photocell controller,Check timer settings and supply | Replace the photocell or timer | Test for two cycles,photocell,1700,1.0,Low,False,0,0,Found faulty timer or photocell controller. Check timer settings and supply. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0214,2026-03-21,EP-003,Electrical panel,"Sports Complex, 2nd floor",admin staff,"MCB keeps tripping in the lab near Sports Complex, 2nd floor, started last night.",Overloaded circuit causing MCB trips,Measure the load on each phase | Redistribute the load across circuits | Replace the weak MCB if needed | Monitor for 24 hours,MCB,2150,2.5,High,True,4,1,Found overloaded circuit causing MCB trips. Measure the load on each phase. Recurring issue - 1 similar failure(s) earlier on this asset. Unit monitored for an hour after repair; no issues.,resolved,seed
MR-0215,2026-03-26,DG-001,Diesel generator,Main power house,faculty member,Steam coming from the generator radiator. Happening since last week. Location: Main power house.,Coolant loss and radiator blockage causing overheating,Let the engine cool down and inspect for leaks | Refill coolant and replace the leaking hose or thermostat | Clean the radiator fins | Run a temperature test on load,"thermostat, coolant",3250,3.5,High,False,3,0,Found coolant loss and radiator blockage causing overheating. Let the engine cool down and inspect for leaks. Tested after repair; operating normally.,resolved,seed
MR-0217,2026-03-27,PRJ-006,Projector,"Auditorium, 3rd floor",lab assistant,"Projector image is dim and turns off, also projector showing lamp warning. Happening since the past few hours. Location: Auditorium, 3rd floor.",Projector lamp near end of life with dust in vents,Clean the air filter and vents | Replace the projector lamp | Reset the lamp timer,projector lamp,7050,1.5,Low,False,3,2,Found projector lamp near end of life with dust in vents. Clean the air filter and vents. Recurring issue - 2 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0218,2026-03-28,FA-001,Fire alarm system,"Block D, Ground floor",student,"Fire panel showing a battery fault in Block D, Ground floor.",Panel backup battery fault,Test the backup battery | Replace the battery | Verify the panel on mains and battery,12V sealed battery,4650,2.0,High,True,6,2,Found panel backup battery fault. Test the backup battery. Recurring issue - 2 similar failure(s) earlier on this asset. Tested after repair; operating normally.,resolved,seed
MR-0219,2026-03-29,DG-001,Diesel generator,Main power house,hostel warden,Generator not starting when the power cut happened. Happening since last night. Location: Main power house.,Weak or dead starter battery,Test battery voltage and load | Replace the starter battery | Check charging alternator and terminals | Do a start test on load,12V battery,8950,1.5,High,False,4,2,Found weak or dead starter battery. Test battery voltage and load. Recurring issue - 2 similar failure(s) earlier on this asset. Closed after a successful test run.,resolved,seed
